statecode,statename,distnew_1,nfhs1_districtname,districtcode_nfhs1,distnew_2,nfhs2_districtname,districtcode_nfhs2,state_nfhs5,name_nfhs5,distnew_4,nfhs4_districtname,districtcode_nfhs4,distnew_5,nfhs5_districtname,districtcode_nfhs5,state_sbm,district_sbm,,,,,,,,,,,,,,
,,,,,,,,121,chhattisgarh,,,,1592,durg,829,CHHATISGARH,DURG,,,,,,,,,,,,,,
12,madhya pradesh,1593,Raipur,44,1593,Raipur,44,121,chhattisgarh,1593,raipur,410,1593,baloda bazar,823,CHHATISGARH,BALODA BAZAR,,,,,,,,,,,,,,
,,,,,,,,121,chhattisgarh,1593,mahasamund,411,1593,mahasamund,411,CHHATISGARH,MAHASAMUND,,,,,,,,,,,,,,
,,,,,,,,121,chhattisgarh,1593,dhamtari,412,1593,dhamtari,412,CHHATISGARH,DHAMTARI,,,,,,,,,,,,,,
,,,,,,,,121,chhattisgarh,,,,1593,gariyaband,830,CHHATISGARH,GARIYABAND,,,,,,,,,,,,,,
,,,,,,,,121,chhattisgarh,,,,1593,raipur,833,CHHATISGARH,RAIPUR,,,,,,,,,,,,,,
12,madhya pradesh,1595,Bastar,45,1595,Bastar,45,121,chhattisgarh,1595,bastar,414,1595,bastar,825,CHHATISGARH,BASTAR(JAGDALPUR),,,,,,,,,,,,,,
,,,,,,,,121,chhattisgarh,1595,uttar bastar kanker,413,1595,uttar bastar kan,413,CHHATISGARH,KANKER,,,,,,,,,,,,,,
,,,,,,,,121,chhattisgarh,1595,dakshin bastar dantewada,416,1595,dantewada,828,CHHATISGARH,DANTEWADA,,,,,,,,,,,,,,
,,,,,,,,121,chhattisgarh,,,,1595,kodagaon,831,CHHATISGARH,KONDAGAON,,,,,,,,,,,,,,
,,,,,,,,121,chhattisgarh,,,,1595,sukma,834,CHHATISGARH,SUKMA,,,,,,,,,,,,,,
,,,,,,,,121,chhattisgarh,1595,bijapur,417,1595,bijapur,417,CHHATISGARH,BIJAPUR,,,,,,,,,,,,,,
,,,,,,,,121,chhattisgarh,1595,narayanpur,415,1595,narayanpur,415,CHHATISGARH,NARAYANPUR,,,,,,,,,,,,,,
13,maharashtra,1464,MUMBAI,1,1464,MUMBAI,1,125,maharashtra,1464,mumbai suburban,518,1464,mumbai suburban,518,MAHARASHTRA,0,,,,,,,,,,,,,,
,,,,,,,,125,maharashtra,1464,mumbai,519,1464,mumbai,519,MAHARASHTRA,0,,,,,,,,,,,,,,
13,maharashtra,1618,THANE,2,1618,THANE,2,125,maharashtra,1618,thane,517,1618,palghar,869,MAHARASHTRA,PALGHAR,,,,,,,,,,,,,,
,,,,,,,,125,maharashtra,,,,1618,thane,870,MAHARASHTRA,THANE,,,,,,,,,,,,,,
13,maharashtra,1465,RAIGARH,3,1465,RAIGARH,3,125,maharashtra,1465,raigarh,520,1465,raigarh,520,MAHARASHTRA,RAIGAD,,,,,,,,,,,,,,
13,maharashtra,1473,RATNAGIRI,4,1473,RATNAGIRI,4,125,maharashtra,1473,ratnagiri,528,1473,ratnagiri,528,MAHARASHTRA,RATNAGIRI,,,,,,,,,,,,,,
13,maharashtra,1474,SINDHUDURG,5,1474,SINDHUDURG,5,125,maharashtra,1474,sindhudurg,529,1474,sindhudurg,529,MAHARASHTRA,SINDHUDURG,,,,,,,,,,,,,,
13,maharashtra,1462,NASHIK,6,1462,NASHIK,6,125,maharashtra,1462,nashik,516,1462,nashik,516,MAHARASHTRA,NASHIK,,,,,,,,,,,,,,
13,maharashtra,1444,DHULE,7,1444,DHULE,7,125,maharashtra,1444,dhule,498,1444,dhule,498,MAHARASHTRA,DHULE,,,,,,,,,,,,,,
,,,,,,,,125,maharashtra,1444,nandurbar,497,1444,nandurbar,497,MAHARASHTRA,NANDURBAR,,,,,,,,,,,,,,
13,maharashtra,1445,JALGAON,8,1445,JALGAON,8,125,maharashtra,1445,jalgaon,499,1445,jalgaon,499,MAHARASHTRA,JALGAON,,,,,,,,,,,,,,
13,maharashtra,1467,AHMADNAGAR,9,1467,AHMADNAGAR,9,125,maharashtra,1467,ahmadnagar,522,1467,ahmadnagar,522,MAHARASHTRA,AHMEDNAGAR,,,,,,,,,,,,,,
13,maharashtra,1466,PUNE,10,1466,PUNE,10,125,maharashtra,1466,pune,521,1466,pune,521,MAHARASHTRA,PUNE,,,,,,,,,,,,,,
13,maharashtra,1472,SATARA,11,1472,SATARA,11,125,maharashtra,1472,satara,527,1472,satara,527,MAHARASHTRA,SATARA,,,,,,,,,,,,,,
13,maharashtra,1476,SANGLI,12,1476,SANGLI,12,125,maharashtra,1476,sangli,531,1476,sangli,531,MAHARASHTRA,SANGLI,,,,,,,,,,,,,,
13,maharashtra,1471,SOLAPUR,13,1471,SOLAPUR,13,125,maharashtra,1471,solapur,526,1471,solapur,526,MAHARASHTRA,SOLAPUR,,,,,,,,,,,,,,
13,maharashtra,1475,KOLHAPUR,14,1475,KOLHAPUR,14,125,maharashtra,1475,kolhapur,530,1475,kolhapur,530,MAHARASHTRA,KOLHAPUR,,,,,,,,,,,,,,
13,maharashtra,1461,AURANGABAD,15,1461,AURANGABAD,15,125,maharashtra,1461,aurangabad,515,1461,aurangabad,515,MAHARASHTRA,AURANGABAD,,,,,,,,,,,,,,
13,maharashtra,1460,JALNA,16,1460,JALNA,16,125,maharashtra,1460,jalna,514,1460,jalna,514,MAHARASHTRA,JALNA,,,,,,,,,,,,,,
13,maharashtra,1459,PARBHANI,17,1459,PARBHANI,17,125,maharashtra,1459,parbhani,513,1459,parbhani,513,MAHARASHTRA,PARBHANI,,,,,,,,,,,,,,
,,,,,,,,125,maharashtra,1459,hingoli,512,1459,hingoli,512,MAHARASHTRA,HINGOLI,,,,,,,,,,,,,,
13,maharashtra,1468,BID,18,1468,BID,18,125,maharashtra,1468,bid,523,1468,bid,523,MAHARASHTRA,BEED,,,,,,,,,,,,,,
13,maharashtra,1457,NANDED,19,1457,NANDED,19,125,maharashtra,1457,nanded,511,1457,nanded,511,MAHARASHTRA,NANDED,,,,,,,,,,,,,,
13,maharashtra,1470,Osmanabad,20,,,,125,maharashtra,1470,osmanabad,525,1470,osmanabad,525,MAHARASHTRA,OSMANABAD,,,,,,,,,,,,,,
13,maharashtra,1469,LATUR,21,1469,LATUR,21,125,maharashtra,1469,latur,524,1469,latur,524,MAHARASHTRA,LATUR,,,,,,,,,,,,,,
13,maharashtra,1446,BULDANA,22,1446,BULDANA,22,125,maharashtra,1446,buldana,500,1446,buldana,500,MAHARASHTRA,BULDHANA,,,,,,,,,,,,,,
13,maharashtra,1447,AKOLA,23,1447,AKOLA,23,125,maharashtra,1447,akola,501,1447,akola,501,MAHARASHTRA,AKOLA,,,,,,,,,,,,,,
,,,,,,,,125,maharashtra,1447,washim,502,1447,washim,502,MAHARASHTRA,WASHIM,,,,,,,,,,,,,,
13,maharashtra,1449,AMRAVATI,24,1449,AMRAVATI,24,125,maharashtra,1449,amravati,503,1449,amravati,503,MAHARASHTRA,AMRAVATI,,,,,,,,,,,,,,
13,maharashtra,1456,YAVATMAL,25,1456,YAVATMAL,25,125,maharashtra,1456,yavatmal,510,1456,yavatmal,510,MAHARASHTRA,YAVATMAL,,,,,,,,,,,,,,
13,maharashtra,1450,WARDHA,26,1450,WARDHA,26,125,maharashtra,1450,wardha,504,1450,wardha,504,MAHARASHTRA,WARDHA,,,,,,,,,,,,,,
13,maharashtra,,,,1451,NAGPUR,27,125,maharashtra,1451,nagpur,505,1451,nagpur,505,MAHARASHTRA,NAGPUR,,,,,,,,,,,,,,
13,maharashtra,,,,1452,BHANDARA,28,125,maharashtra,1452,bhandara,506,1452,bhandara,506,MAHARASHTRA,BHANDARA,,,,,,,,,,,,,,
,,,,,,,,125,maharashtra,1452,gondiya,507,1452,gondiya,507,MAHARASHTRA,GONDIA,,,,,,,,,,,,,,
13,maharashtra,,,,1455,CHANDRAPUR,29,125,maharashtra,1455,chandrapur,509,1455,chandrapur,509,MAHARASHTRA,CHANDRAPUR,,,,,,,,,,,,,,
,,,,,,,,125,maharashtra,1454,gadchiroli,508,1454,gadchiroli,508,MAHARASHTRA,GADCHIROLI,,,,,,,,,,,,,,
14,manipur,1249,SENAPATI,1,1249,SENAPATI,1,113,manipur,1249,senapati (excluding 3 sub-divisions),272,1249,senapati,272,MANIPUR,SENAPATI,,,,,,,,,,,,,,
14,manipur,1250,TAMENGLONG,2,1250,TAMENGLONG,2,113,manipur,1250,tamenglong,273,1250,tamenglong,273,MANIPUR,TAMENGLONG,,,,,,,,,,,,,,
14,manipur,1251,CHURACHANPUR,3,1251,CHURACHANPUR,3,113,manipur,1251,churachandpur,274,1251,churachandpur,274,MANIPUR,CHURACHANDPUR,,,,,,,,,,,,,,
14,manipur,,,,1257,CHANDEL,4,113,manipur,1257,chandel,280,1257,chandel,280,MANIPUR,CHANDEL,,,,,,,,,,,,,,
14,manipur,1253,THOUBAL,5,1253,THOUBAL,5,113,manipur,1253,thoubal,276,1253,thoubal,276,MANIPUR,THOUBAL,,,,,,,,,,,,,,
14,manipur,1252,BISHNUPUR,6,1252,BISHNUPUR,6,113,manipur,1252,bishnupur,275,1252,bishnupur,275,MANIPUR,BISHNUPUR,,,,,,,,,,,,,,
14,manipur,,,,1254,IMPHAL,7,113,manipur,1254,imphal west,277,1254,imphal west,277,MANIPUR,IMPHAL WEST,,,,,,,,,,,,,,
14,manipur,,,,,,,113,manipur,1254,imphal east,278,1254,imphal east,278,MANIPUR,IMPHAL EAST,,,,,,,,,,,,,,
14,manipur,,,,1256,UKHRUL,8,113,manipur,1256,ukhrul,279,1256,ukhrul,279,MANIPUR,UKHRUL,,,,,,,,,,,,,,
15,meghalaya,1625,JAINTIA HILLS,1,1625,JAINTIA HILLS,1,116,meghalaya,1625,jaintia hills,299,1625,west jaintia hil,877,MEGHALAYA,WEST JAINTIA HILLS,,,,,,,,,,,,,,
,,,,,,,,116,meghalaya,,,,1625,east jantia hill,872,MEGHALAYA,EAST JAINTIA HILLS,,,,,,,,,,,,,,
15,meghalaya,1269,EAST KHASI HILLS,2,1269,EAST KHASI HILLS,2,116,meghalaya,1269,east khasi hills,298,1269,east khasi hills,298,MEGHALAYA,EAST KHASI HILLS,,,,,,,,,,,,,,
,,,,,,,,116,meghalaya,1269,ribhoi,297,1269,ribhoi,297,MEGHALAYA,RI BHOI,,,,,,,,,,,,,,
15,meghalaya,1626,WEST KHASI HILLS,3,1626,WEST KHASI HILLS,3,116,meghalaya,1626,west khasi hills,296,1626,west khasi hills,878,MEGHALAYA,WEST KHASI HILLS,,,,,,,,,,,,,,
,,,,,,,,116,meghalaya,,,,1626,south west khasi,875,MEGHALAYA,SOUTH WEST KHASI HILLS,,,,,,,,,,,,,,
15,meghalaya,1619,EAST GORA HILLS,4,1619,EAST GORA HILLS,4,116,meghalaya,1619,east garo hills,294,1619,east garo hills,871,MEGHALAYA,EAST GARO HILLS,,,,,,,,,,,,,,
,,,,,,,,116,meghalaya,,,,1619,north garo hills,873,MEGHALAYA,NORTH GARO HILLS,,,,,,,,,,,,,,
15,meghalaya,1622,WEST GARO HILLS,5,1622,WEST GARO HILLS,5,116,meghalaya,1622,west garo hills,293,1622,west garo hills,876,MEGHALAYA,WEST GARO HILLS,,,,,,,,,,,,,,
,,,,,,,,116,meghalaya,,,,1622,south west garo,874,MEGHALAYA,SOUTH WEST GARO HILLS,,,,,,,,,,,,,,
,,,,,,,,116,meghalaya,1622,south garo hills,295,1622,south garo hills,295,MEGHALAYA,SOUTH GARO HILLS,,,,,,,,,,,,,,
16,mizoram,1260,AIZAWL,1,1260,AIZAWL,1,114,mizoram,1260,mamit,281,1260,mamit,281,MIZORAM,MAMIT,,,,,,,,,,,,,,
,,,,,,,,114,mizoram,1260,kolasib,282,1260,kolasib,282,MIZORAM,KOLASIB,,,,,,,,,,,,,,
,,,,,,,,114,mizoram,1260,aizawl,283,1260,aizawl,283,MIZORAM,AIZAWL,,,,,,,,,,,,,,
,,,,,,,,114,mizoram,1260,champhai,284,1260,champhai,284,MIZORAM,CHAMPHAI,,,,,,,,,,,,,,
,,,,,,,,114,mizoram,1260,serchhip,285,1260,serchhip,285,MIZORAM,SERCHHIP,,,,,,,,,,,,,,
16,mizoram,1263,LUNGLEI,2,1263,LUNGLEI,2,114,mizoram,1263,lunglei,286,1263,lunglei,286,MIZORAM,LUNGLEI,,,,,,,,,,,,,,
16,mizoram,1264,CHHIMTUIPUI,3,1264,CHHIMTUIPUI,3,114,mizoram,1264,lawngtlai,287,1264,lawngtlai,287,MIZORAM,LAWNGTLAI,,,,,,,,,,,,,,
,,,,,,,,114,mizoram,1264,saiha,288,1264,saiha,288,MIZORAM,SAIHA,,,,,,,,,,,,,,
17,nagaland,1238,MON,7,1238,MON,7,112,nagaland,1238,mon,261,1238,mon,261,NAGALAND,MON,,,,,,,,,,,,,,
17,nagaland,1239,MOKOKCHUNG,5,1239,MOKOKCHUNG,5,112,nagaland,1239,mokokchung,262,1239,mokokchung,262,NAGALAND,MOKOKCHUNG,,,,,,,,,,,,,,
17,nagaland,1240,ZUNHEBOTO,3,1240,ZUNHEBOTO,3,112,nagaland,1240,zunheboto,263,1240,zunheboto,263,NAGALAND,ZUNHEBOTO,,,,,,,,,,,,,,
17,nagaland,1241,WOKHA,4,1241,WOKHA,4,112,nagaland,1241,wokha,264,1241,wokha,264,NAGALAND,WOKHA,,,,,,,,,,,,,,
,,,,,,,,112,nagaland,1247,dimapur,265,1247,dimapur,265,NAGALAND,DIMAPUR,,,,,,,,,,,,,,
17,nagaland,1243,PHEK,2,1243,PHEK,2,112,nagaland,1243,phek,266,1243,phek,266,NAGALAND,PHEK,,,,,,,,,,,,,,
17,nagaland,1244,TUENSANG,6,1244,TUENSANG,6,112,nagaland,1244,tuensang,267,1244,tuensang,267,NAGALAND,TUENSANG,,,,,,,,,,,,,,
,,,,,,,,112,nagaland,1244,longleng,268,1244,longleng,268,NAGALAND,LONGLENG,,,,,,,,,,,,,,
,,,,,,,,112,nagaland,1244,kiphire,269,1244,kiphire,269,NAGALAND,KIPHIRE,,,,,,,,,,,,,,
17,nagaland,1247,KOHIMA,1,1247,KOHIMA,1,112,nagaland,1247,kohima,270,1247,kohima,270,NAGALAND,KOHIMA,,,,,,,,,,,,,,
,,,,,,,,112,nagaland,1247,peren,271,1247,peren,271,NAGALAND,PEREN,,,,,,,,,,,,,,
18,orissa,1335,Sambalpur,1,1335,Sambalpur,1,120,odisha,1335,sambalpur,372,1335,sambalpur,372,ODISHA,SAMBALPUR,,,,,,,,,,,,,,
,,,,,,,,120,odisha,1335,bargarh,370,1335,bargarh,370,ODISHA,BARGARH,,,,,,,,,,,,,,
,,,,,,,,120,odisha,1335,jharsuguda,371,1335,jharsuguda,371,ODISHA,JHARSUGUDA,,,,,,,,,,,,,,
,,,,,,,,120,odisha,1335,debagarh,373,1335,debagarh,373,ODISHA,DEBAGARH,,,,,,,,,,,,,,
18,orissa,1337,Sundargarh,2,1337,Sundargarh,2,120,odisha,1337,sundargarh,374,1337,sundargarh,374,ODISHA,SUNDARGARH,,,,,,,,,,,,,,
18,orissa,1338,Kendujhar,3,1338,Kendujhar,3,120,odisha,1338,kendujhar,375,1338,kendujhar,375,ODISHA,KENDUJHAR,,,,,,,,,,,,,,
18,orissa,1339,Mayurbhanj,4,1339,Mayurbhanj,4,120,odisha,1339,mayurbhanj,376,1339,mayurbhanj,376,ODISHA,MAYURBHANJ,,,,,,,,,,,,,,
18,orissa,1340,Baleshwar,5,1340,Baleshwar,5,120,odisha,1340,baleshwar,377,1340,baleshwar,377,ODISHA,BALESWAR,,,,,,,,,,,,,,
,,,,,,,,120,odisha,1340,bhadrak,378,1340,bhadrak,378,ODISHA,BHADRAK,,,,,,,,,,,,,,
18,orissa,1344,Cuttack,6,1344,Cuttack,6,120,odisha,1344,kendrapara,379,1344,kendrapara,379,ODISHA,KENDRAPARA,,,,,,,,,,,,,,
,,,,,,,,120,odisha,1344,jagatsinghapur,380,1344,jagatsinghapur,380,ODISHA,JAGATSINGHAPUR,,,,,,,,,,,,,,
,,,,,,,,120,odisha,1344,cuttack,381,1344,cuttack,381,ODISHA,CUTTACK,,,,,,,,,,,,,,
,,,,,,,,120,odisha,1344,jajapur,382,1344,jajapur,382,ODISHA,JAJAPUR,,,,,,,,,,,,,,
18,orissa,1346,Dhenkanal,7,1346,Dhenkanal,7,120,odisha,1346,dhenkanal,383,1346,dhenkanal,383,ODISHA,DHENKANAL,,,,,,,,,,,,,,
,,,,,,,,120,odisha,1346,anugul,384,1346,anugul,384,ODISHA,ANGUL,,,,,,,,,,,,,,
18,orissa,1353,Phulabani,8,1353,Phulabani,8,120,odisha,1353,kandhamal,390,1353,kandhamal,390,ODISHA,KANDHAMAL,,,,,,,,,,,,,,
,,,,,,,,120,odisha,1353,baudh,391,1353,baudh,391,ODISHA,BOUDH,,,,,,,,,,,,,,
18,orissa,1356,Balangir,9,1356,Balangir,9,120,odisha,1356,balangir,393,1356,balangir,393,ODISHA,BALANGIR,,,,,,,,,,,,,,
,,,,,,,,120,odisha,1356,subarnapur,392,1356,subarnapur,392,ODISHA,SONEPUR,,,,,,,,,,,,,,
18,orissa,1358,Kalahandi,10,1358,Kalahandi,10,120,odisha,1358,kalahandi,395,1358,kalahandi,395,ODISHA,KALAHANDI,,,,,,,,,,,,,,
,,,,,,,,120,odisha,1358,nuapada,394,1358,nuapada,394,ODISHA,NUAPADA,,,,,,,,,,,,,,
18,orissa,1361,Koraput,11,1361,Koraput,11,120,odisha,1361,koraput,398,1361,koraput,398,ODISHA,KORAPUT,,,,,,,,,,,,,,
,,,,,,,,120,odisha,1361,rayagada,396,1361,rayagada,396,ODISHA,RAYAGADA,,,,,,,,,,,,,,
,,,,,,,,120,odisha,1361,nabarangapur,397,1361,nabarangapur,397,ODISHA,NABARANGAPUR,,,,,,,,,,,,,,
,,,,,,,,120,odisha,1361,malkangiri,399,1361,malkangiri,399,ODISHA,MALKANGIRI,,,,,,,,,,,,,,
18,orissa,1351,Ganjam,12,1351,Ganjam,12,120,odisha,1351,ganjam,388,1351,ganjam,388,ODISHA,GANJAM,,,,,,,,,,,,,,
,,,,,,,,120,odisha,1351,gajapati,389,1351,gajapati,389,ODISHA,GAJAPATI,,,,,,,,,,,,,,
18,orissa,1350,Puri,13,1350,Puri,13,120,odisha,1350,puri,387,1350,puri,387,ODISHA,PURI,,,,,,,,,,,,,,
,,,,,,,,120,odisha,1350,nayagarh,385,1350,nayagarh,385,ODISHA,NAYAGARH,,,,,,,,,,,,,,
,,,,,,,,120,odisha,1350,khordha,386,1350,khordha,386,ODISHA,KHORDHA,,,,,,,,,,,,,,
19,punjab,1628,GURDASPUR,1,1628,GURDASPUR,1,102,punjab,1628,gurdaspur,35,1628,gurdaspur,881,PUNJAB,GURDASPUR,,,,,,,,,,,,,,
,,,,,,,,102,punjab,,,,1628,pathankot,882,PUNJAB,PATHANKOT,,,,,,,,,,,,,,
19,punjab,1047,AMRITSAR,2,1047,AMRITSAR,2,102,punjab,1047,amritsar,49,1047,amritsar,49,PUNJAB,AMRITSAR,,,,,,,,,,,,,,
,,,,,,,,102,punjab,1047,tarn taran,50,1047,tarn taran,50,PUNJAB,Tarn Taran,,,,,,,,,,,,,,
19,punjab,1040,LUDHIANA,4,1040,LUDHIANA,4,102,punjab,1040,ludhiana,41,1040,ludhiana,41,PUNJAB,LUDHIANA,,,,,,,,,,,,,,
19,punjab,1040,RUPNAGAR,8,1040,RUPNAGAR,8,102,punjab,1040,rupnagar,51,1040,rupnagar,51,PUNJAB,RUPNAGAR,,,,,,,,,,,,,,
19,punjab,1040,PATIALA,9,1040,PATIALA,9,102,punjab,1040,patiala,48,1040,patiala,48,PUNJAB,PATIALA,,,,,,,,,,,,,,
,,,,,,,,102,punjab,1040,fatehgarh sahib,40,1040,fatehgarh sahib,40,PUNJAB,FATEHGARH SAHIB,,,,,,,,,,,,,,
,,,,,,,,102,punjab,1040,sahibzada ajit singh nagar,52,1040,sahibzada ajit s,52,PUNJAB,S.A.S Nagar,,,,,,,,,,,,,,
19,punjab,1035,KAPURTHALA,6,1035,KAPURTHALA,6,102,punjab,1035,kapurthala,36,1035,kapurthala,36,PUNJAB,KAPURTHALA,,,,,,,,,,,,,,
19,punjab,1036,HOSHIARPUR,7,1036,HOSHIARPUR,7,102,punjab,1036,hoshiarpur,38,1036,hoshiarpur,38,PUNJAB,HOSHIARPUR,,,,,,,,,,,,,,
19,punjab,1036,JALANDHAR,5,1036,JALANDHAR,5,102,punjab,1036,jalandhar,37,1036,jalandhar,37,PUNJAB,JALANDHAR,,,,,,,,,,,,,,
,,,,,,,,102,punjab,1036,shahid bhagat singh nagar,53,1036,shahid bhagat si,39,PUNJAB,NAWANSHAHR,,,,,,,,,,,,,,
19,punjab,1051,SANGRUR,10,1051,SANGRUR,10,102,punjab,1051,sangrur,39,1051,sangrur,53,PUNJAB,SANGRUR,,,,,,,,,,,,,,
,,,,,,,,102,punjab,1051,barnala,54,1051,barnala,54,PUNJAB,BARNALA,,,,,,,,,,,,,,
19,punjab,1044,BATHINDA,11,1044,BATHINDA,11,102,punjab,1044,bathinda,46,1044,bathinda,46,PUNJAB,BATHINDA,,,,,,,,,,,,,,
,,,,,,,,102,punjab,1044,mansa,47,1044,mansa,47,PUNJAB,MANSA,,,,,,,,,,,,,,
19,punjab,1627,FARIDKOT,12,1627,FARIDKOT,12,102,punjab,1627,faridkot,45,1627,faridkot,45,PUNJAB,FARIDKOT,,,,,,,,,,,,,,
,,,,,,,,102,punjab,1627,muktsar,44,1627,muktsar,44,PUNJAB,MUKTSAR,,,,,,,,,,,,,,
19,punjab,1627,FIROZPUR,3,1627,FIROZPUR,3,102,punjab,1627,firozpur,43,1627,fazilka,879,PUNJAB,FAZILKA,,,,,,,,,,,,,,
,,,,,,,,102,punjab,,,,1627,firozpur,880,PUNJAB,FEROZEPUR,,,,,,,,,,,,,,
,,,,,,,,102,punjab,1627,moga,42,1627,moga,42,PUNJAB,MOGA,,,,,,,,,,,,,,
20,rajasthan,1087,GANGANAGAR,1,1087,GANGANAGAR,1,107,rajasthan,1087,ganganagar,99,1087,ganganagar,99,RAJASTHAN,GANGANAGAR,,,,,,,,,,,,,,
,,,,,,,,107,rajasthan,1087,hanumangarh,100,1087,hanumangarh,100,RAJASTHAN,HANUMANGARH,,,,,,,,,,,,,,
20,rajasthan,1089,BIKANER,2,1089,BIKANER,2,107,rajasthan,1089,bikaner,101,1089,bikaner,101,RAJASTHAN,BIKANER,,,,,,,,,,,,,,
20,rajasthan,1090,CHURU,3,1090,CHURU,3,107,rajasthan,1090,churu,102,1090,churu,102,RAJASTHAN,CHURU,,,,,,,,,,,,,,
20,rajasthan,1091,JHUNJHUNUN,4,1091,JHUNJHUNUN,4,107,rajasthan,1091,jhunjhunun,103,1091,jhunjhunun,103,RAJASTHAN,JHUNJHUNU,,,,,,,,,,,,,,
20,rajasthan,1092,ALWAR,5,1092,ALWAR,5,107,rajasthan,1092,alwar,104,1092,alwar,104,RAJASTHAN,ALWAR,,,,,,,,,,,,,,
20,rajasthan,1093,BHARATPUR,6,1093,BHARATPUR,6,107,rajasthan,1093,bharatpur,105,1093,bharatpur,105,RAJASTHAN,BHARATPUR,,,,,,,,,,,,,,
20,rajasthan,1094,DHAULPUR,7,1094,DHAULPUR,7,107,rajasthan,1094,dhaulpur,106,1094,dhaulpur,106,RAJASTHAN,DHOLPUR,,,,,,,,,,,,,,
,,,,,,,,107,rajasthan,1098,karauli,107,1098,karauli,107,RAJASTHAN,KARAULI,,,,,,,,,,,,,,
20,rajasthan,1098,SAWAI MADHOPUR,8,1098,SAWAI MADHOPUR,8,107,rajasthan,1098,sawai madhopur,108,1098,sawai madhopur,108,RAJASTHAN,SAWAI MADHOPUR,,,,,,,,,,,,,,
,,,,,,,,107,rajasthan,1098,dausa,109,1098,dausa,109,RAJASTHAN,DAUSA,,,,,,,,,,,,,,
20,rajasthan,1098,JAIPUR,9,1098,JAIPUR,9,107,rajasthan,1098,jaipur,110,1098,jaipur,110,RAJASTHAN,JAIPUR,,,,,,,,,,,,,,
20,rajasthan,1099,SIKAR,10,1099,SIKAR,10,107,rajasthan,1099,sikar,111,1099,sikar,111,RAJASTHAN,SIKAR,,,,,,,,,,,,,,
20,rajasthan,1100,NAGAUR,15,1100,NAGAUR,15,107,rajasthan,1100,nagaur,112,1100,nagaur,112,RAJASTHAN,NAGAUR,,,,,,,,,,,,,,
20,rajasthan,1101,JODHPUR,14,1101,JODHPUR,14,107,rajasthan,1101,jodhpur,113,1101,jodhpur,113,RAJASTHAN,JODHPUR,,,,,,,,,,,,,,
20,rajasthan,1102,JAISALMER,13,1102,JAISALMER,13,107,rajasthan,1102,jaisalmer,114,1102,jaisalmer,114,RAJASTHAN,JAISALMER,,,,,,,,,,,,,,
20,rajasthan,1103,BARMER,17,1103,BARMER,17,107,rajasthan,1103,barmer,115,1103,barmer,115,RAJASTHAN,BARMER,,,,,,,,,,,,,,
20,rajasthan,1104,JALOR,18,1104,JALOR,18,107,rajasthan,1104,jalor,116,1104,jalor,116,RAJASTHAN,JALOR,,,,,,,,,,,,,,
20,rajasthan,1105,SIROHI,19,1105,SIROHI,19,107,rajasthan,1105,sirohi,117,1105,sirohi,117,RAJASTHAN,SIROHI,,,,,,,,,,,,,,
20,rajasthan,1106,PALI,16,1106,PALI,16,107,rajasthan,1106,pali,118,1106,pali,118,RAJASTHAN,PALI,,,,,,,,,,,,,,
20,rajasthan,1107,AJMER,11,1107,AJMER,11,107,rajasthan,1107,ajmer,119,1107,ajmer,119,RAJASTHAN,AJMER,,,,,,,,,,,,,,
20,rajasthan,1108,TONK,12,1108,TONK,12,107,rajasthan,1108,tonk,120,1108,tonk,120,RAJASTHAN,TONK,,,,,,,,,,,,,,
20,rajasthan,1109,BUNDI,25,1109,BUNDI,25,107,rajasthan,1109,bundi,121,1109,bundi,121,RAJASTHAN,BUNDI,,,,,,,,,,,,,,
20,rajasthan,1110,BHILWARA,20,1110,BHILWARA,20,107,rajasthan,1110,bhilwara,122,1110,bhilwara,122,RAJASTHAN,BHILWARA,,,,,,,,,,,,,,
20,rajasthan,1112,DUNGARPUR,23,1112,DUNGARPUR,23,107,rajasthan,1112,dungarpur,124,1112,dungarpur,124,RAJASTHAN,DUNGARPUR,,,,,,,,,,,,,,
20,rajasthan,1115,KOTA,26,1115,KOTA,26,107,rajasthan,1115,kota,127,1115,kota,127,RAJASTHAN,KOTA,,,,,,,,,,,,,,
,,,,,,,,107,rajasthan,1115,baran,128,1115,baran,128,RAJASTHAN,BARAN,,,,,,,,,,,,,,
20,rajasthan,,,,1117,JHALAWAR,27,107,rajasthan,1117,jhalawar,129,1117,jhalawar,129,RAJASTHAN,JHALAWAR,,,,,,,,,,,,,,
20,rajasthan,1114,,,1114,BANSWARA,24,107,rajasthan,1114,banswara,125,1114,banswara,125,RAJASTHAN,BANSWARA,,,,,,,,,,,,,,
20,rajasthan,1114,CHITTAURGARH,22,1114,CHITTAURGARH,22,107,rajasthan,1114,chittaurgarh,126,1114,chittaurgarh,126,RAJASTHAN,CHITTORGARH,,,,,,,,,,,,,,
20,rajasthan,1114,UDAIPUR,21,1114,UDAIPUR,21,107,rajasthan,1114,udaipur,130,1114,udaipur,130,RAJASTHAN,UDAIPUR,,,,,,,,,,,,,,
,,,,,,,,107,rajasthan,1114,rajsamand,123,1114,rajsamand,123,RAJASTHAN,RAJSAMAND,,,,,,,,,,,,,,
,,,,,,,,107,rajasthan,1114,pratapgarh,131,1114,pratapgarh,131,RAJASTHAN,PRATAPGARH,,,,,,,,,,,,,,
