statecode,statename,distnew_1,nfhs1_districtname,districtcode_nfhs1,distnew_2,nfhs2_districtname,districtcode_nfhs2,state_nfhs5,name_nfhs5,distnew_4,nfhs4_districtname,districtcode_nfhs4,distnew_5,nfhs5_districtname,districtcode_nfhs5,state_sbm,district_sbm,,,,,,,,,,,,,,
,,,,,,,,123,gujarat,1437,navsari,490,1437,navsari,490,GUJARAT,NAVSARI,,,,,,,,,,,,,,
6,gujarat,,,,1435,DANGS,19,123,gujarat,1435,the dangs,489,1435,the dangs,489,GUJARAT,DANGS,,,,,,,,,,,,,,
7,haryana,1068,AMBALA,1,1068,AMBALA,1,105,haryana,1068,ambala,70,1068,ambala,70,HARYANA,AMBALA,,,,,,,,,,,,,,
,,,,,,,,105,haryana,1068,panchkula,69,1068,panchkula,69,HARYANA,PANCHKULA,,,,,,,,,,,,,,
7,haryana,1069,YAMUNANAGAR,2,1069,YAMUNANAGAR,2,105,haryana,1069,yamunanagar,71,1069,yamunanagar,71,HARYANA,YAMUNANAGAR,,,,,,,,,,,,,,
7,haryana,1070,KURUKSHETRA,3,1070,KURUKSHETRA,3,105,haryana,1070,kurukshetra,72,1070,kurukshetra,72,HARYANA,KURUKSHETRA,,,,,,,,,,,,,,
7,haryana,1071,KAITHAL,4,1071,KAITHAL,4,105,haryana,1071,kaithal,73,1071,kaithal,73,HARYANA,KAITHAL,,,,,,,,,,,,,,
7,haryana,1072,KARNAL,5,1072,KARNAL,5,105,haryana,1072,karnal,74,1072,karnal,74,HARYANA,KARNAL,,,,,,,,,,,,,,
7,haryana,1072,PANIPAT,6,1072,PANIPAT,6,105,haryana,1072,panipat,75,1072,panipat,75,HARYANA,PANIPAT,,,,,,,,,,,,,,
7,haryana,1074,SONIPAT,7,1074,SONIPAT,7,105,haryana,1074,sonipat,76,1074,sonipat,76,HARYANA,SONIPAT,,,,,,,,,,,,,,
7,haryana,1074,ROHTAK,8,1074,ROHTAK,8,105,haryana,1074,rohtak,82,1074,rohtak,82,HARYANA,ROHTAK,,,,,,,,,,,,,,
,,,,,,,,105,haryana,1074,jhajjar,83,1074,jhajjar,83,HARYANA,JHAJJAR,,,,,,,,,,,,,,
7,haryana,1085,FARIDABAD,9,1085,FARIDABAD,9,105,haryana,1085,faridabad,88,1085,faridabad,88,HARYANA,FARIDABAD,,,,,,,,,,,,,,
,,,,,,,,105,haryana,1085,palwal,89,1085,palwal,89,HARYANA,PALWAL,,,,,,,,,,,,,,
7,haryana,1083,GURGAON,10,1083,GURGAON,10,105,haryana,1083,gurgaon,86,1083,gurgaon,86,HARYANA,GURGAON,,,,,,,,,,,,,,
,,,,,,,,105,haryana,1083,mewat,87,1083,mewat,87,HARYANA,MEWAT,,,,,,,,,,,,,,
7,haryana,1082,REWARI,11,1082,REWARI,11,105,haryana,1082,rewari,85,1082,rewari,85,HARYANA,REWARI,,,,,,,,,,,,,,
7,haryana,1081,MAHENDRAGARH,12,1081,MAHENDRAGARH,12,105,haryana,1081,mahendragarh,84,1081,mahendragarh,84,HARYANA,MAHENDRAGARH,,,,,,,,,,,,,,
7,haryana,,,,1616,BHIWANI,13,105,haryana,1616,bhiwani,81,1616,bhiwani,865,HARYANA,BHIWANI,,,,,,,,,,,,,,
,,,,,,,,105,haryana,,,,1616,charkhi dadri,866,HARYANA,CHARKI DADRI,,,,,,,,,,,,,,
7,haryana,,,,1075,JIND,14,105,haryana,1075,jind,77,1075,jind,77,HARYANA,JIND,,,,,,,,,,,,,,
7,haryana,,,,1078,HISAR,15,105,haryana,1078,hisar,80,1078,hisar,80,HARYANA,HISAR,,,,,,,,,,,,,,
,,,,,,,,105,haryana,1078,fatehabad,78,1078,fatehabad,78,HARYANA,FATEHABAD,,,,,,,,,,,,,,
7,haryana,,,,1077,SIRSA,16,105,haryana,1077,sirsa,79,1077,sirsa,79,HARYANA,SIRSA,,,,,,,,,,,,,,
8,himachal pradesh,1023,Chamba,1,1023,Chamba,1,101,himachal pradesh,1023,chamba,23,1023,chamba,23,HIMACHAL PRADESH,CHAMBA,,,,,,,,,,,,,,
8,himachal pradesh,1024,Kangra,2,1024,Kangra,2,101,himachal pradesh,1024,kangra,24,1024,kangra,24,HIMACHAL PRADESH,KANGRA,,,,,,,,,,,,,,
8,himachal pradesh,1028,Hamirpur,3,1028,Hamirpur,3,101,himachal pradesh,1028,hamirpur,28,1028,hamirpur,28,HIMACHAL PRADESH,HAMIRPUR,,,,,,,,,,,,,,
8,himachal pradesh,1029,Una,4,1029,Una,4,101,himachal pradesh,1029,una,29,1029,una,29,HIMACHAL PRADESH,UNA,,,,,,,,,,,,,,
8,himachal pradesh,1030,Bilaspur,5,1030,Bilaspur,5,101,himachal pradesh,1030,bilaspur,30,1030,bilaspur,30,HIMACHAL PRADESH,BILASPUR,,,,,,,,,,,,,,
8,himachal pradesh,1027,Mandi,6,1027,Mandi,6,101,himachal pradesh,1027,mandi,27,1027,mandi,27,HIMACHAL PRADESH,MANDI,,,,,,,,,,,,,,
8,himachal pradesh,1026,Kullu,7,1026,Kullu,7,101,himachal pradesh,1026,kullu,26,1026,kullu,26,HIMACHAL PRADESH,KULLU,,,,,,,,,,,,,,
8,himachal pradesh,1025,Lahul & Spiti,8,1025,Lahul & Spiti,8,101,himachal pradesh,1025,lahul and spiti,25,1025,lahul & spiti,25,HIMACHAL PRADESH,LAHAUL & SPITI,,,,,,,,,,,,,,
8,himachal pradesh,1033,Shimla,9,1033,Shimla,9,101,himachal pradesh,1033,shimla,33,1033,shimla,33,HIMACHAL PRADESH,SHIMLA,,,,,,,,,,,,,,
8,himachal pradesh,1031,Solan,10,1031,Solan,10,101,himachal pradesh,1031,solan,31,1031,solan,31,HIMACHAL PRADESH,SOLAN,,,,,,,,,,,,,,
8,himachal pradesh,1032,Sirmaur,11,1032,Sirmaur,11,101,himachal pradesh,1032,sirmaur,32,1032,sirmaur,32,HIMACHAL PRADESH,SIRMAUR,,,,,,,,,,,,,,
,,,,,,,,101,himachal pradesh,1034,kinnaur,34,1034,kinnaur,34,HIMACHAL PRADESH,KINNAUR,,,,,,,,,,,,,,
9,jammu,,,,1014,Anandnagar,1,100,jammu & kashmir,1014,anantnag,14,1014,anantnag,14,JAMMU & KASHMIR,ANANTNAG,,,,,,,,,,,,,,
,,,,,,,,100,jammu & kashmir,1014,kulgam,15,1014,kulgam,15,JAMMU & KASHMIR,KULGAM,,,,,,,,,,,,,,
9,jammu,,,,1012,Palwama,2,100,jammu & kashmir,1012,pulwama,12,1012,pulwama,12,JAMMU & KASHMIR,PULWAMA,,,,,,,,,,,,,,
,,,,,,,,100,jammu & kashmir,1012,shupiyan,13,1012,shupiyan,13,JAMMU & KASHMIR,SHOPIAN,,,,,,,,,,,,,,
9,jammu,,,,1010,Srinagar,3,100,jammu & kashmir,1010,srinagar,10,1010,srinagar,10,JAMMU & KASHMIR,SRINAGAR,,,,,,,,,,,,,,
,,,,,,,,100,jammu & kashmir,1010,ganderbal,11,1010,ganderbal,11,JAMMU & KASHMIR,GANDERBAL,,,,,,,,,,,,,,
9,jammu,,,,1002,Badgam,4,100,jammu & kashmir,1002,badgam,2,1002,badgam,2,JAMMU & KASHMIR,BUDGAM,,,,,,,,,,,,,,
9,jammu,,,,1008,Barmala,5,100,jammu & kashmir,1008,baramula,8,1008,baramula,8,JAMMU & KASHMIR,BARAMULLA,,,,,,,,,,,,,,
,,,,,,,,100,jammu & kashmir,1008,bandipore,9,1008,bandipore,9,JAMMU & KASHMIR,BANDIPORA,,,,,,,,,,,,,,
9,jammu,,,,1001,Kupwara,6,100,jammu & kashmir,1001,kupwara,1,1001,kupwara,1,JAMMU & KASHMIR,KUPWARA,,,,,,,,,,,,,,
9,jammu,1016,Doda,9,,,,100,jammu & kashmir,1016,doda,16,1016,doda,16,JAMMU & KASHMIR,DODA,,,,,,,,,,,,,,
,,,,,,,,100,jammu & kashmir,1016,kishtwar,18,1016,kishtwar,18,JAMMU & KASHMIR,KISHTWAR,,,,,,,,,,,,,,
9,jammu,1016,Udhampur,10,1016,Udhampur,10,100,jammu & kashmir,1016,udhampur,19,1016,udhampur,19,JAMMU & KASHMIR,UDHAMPUR,,,,,,,,,,,,,,
,,,,,,,,100,jammu & kashmir,1016,ramban,17,1016,ramban,17,JAMMU & KASHMIR,RAMBAN,,,,,,,,,,,,,,
,,,,,,,,100,jammu & kashmir,1016,reasi,20,1016,reasi,20,JAMMU & KASHMIR,REASI,,,,,,,,,,,,,,
9,jammu,1007,Kathua,11,1007,Kathua,11,100,jammu & kashmir,1007,kathua,7,1007,kathua,7,JAMMU & KASHMIR,KATHUA,,,,,,,,,,,,,,
9,jammu,1007,Jammmu,12,1007,Jammmu,12,100,jammu & kashmir,1007,jammu,21,1007,jammu,21,JAMMU & KASHMIR,JAMMU,,,,,,,,,,,,,,
,,,,,,,,100,jammu & kashmir,1007,samba,22,1007,samba,22,JAMMU & KASHMIR,SAMBA,,,,,,,,,,,,,,
9,jammu,1006,Rajauri,13,,,,100,jammu & kashmir,1006,rajouri,6,1006,rajouri,6,JAMMU & KASHMIR,RAJAURI,,,,,,,,,,,,,,
9,jammu,1005,Punch,14,,,,100,jammu & kashmir,1005,punch,5,1005,punch,5,JAMMU & KASHMIR,POONCH,,,,,,,,,,,,,,
,,,,,,,,100,jammu & kashmir,1003,leh,3,1003,leh(ladakh),3,JAMMU & KASHMIR,LEH (LADAKH),,,,,,,,,,,,,,
,,,,,,,,100,jammu & kashmir,1004,kargil,4,1004,kargil,4,JAMMU & KASHMIR,KARGIL,,,,,,,,,,,,,,
10,karnataka,1507,BANGALORE,1,1507,BANGALORE,1,127,karnataka,1507,bangalore,572,1507,bangalore,572,KARNATAKA,BENGALURU URBAN,,,,,,,,,,,,,,
10,karnataka,1518,BANGALORE RURAL,2,1518,BANGALORE RURAL,2,127,karnataka,1518,bangalore rural,583,1518,bangalore rural,583,KARNATAKA,BENGALURU RURAL,,,,,,,,,,,,,,
,,,,,,,,127,karnataka,1518,ramanagara,584,1518,ramanagara,584,KARNATAKA,RAMANAGARA,,,,,,,,,,,,,,
10,karnataka,1490,BELGAUM,3,1490,BELGAUM,3,127,karnataka,1490,belgaum,555,1490,belgaum,555,KARNATAKA,BELAGAVI,,,,,,,,,,,,,,
10,karnataka,1500,BELLARY,4,1500,BELLARY,4,127,karnataka,1500,bellary,565,1500,bellary,565,KARNATAKA,BALLARI,,,,,,,,,,,,,,
10,karnataka,1500,CHITRADURGA,8,1500,CHITRADURGA,8,127,karnataka,1500,chitradurga,566,1500,chitradurga,566,KARNATAKA,CHITRADURGA,,,,,,,,,,,,,,
10,karnataka,1500,SHIMOGA,18,1500,SHIMOGA,18,127,karnataka,1500,shimoga,568,1500,shimoga,568,KARNATAKA,SHIVAMOGGA,,,,,,,,,,,,,,
,,,,,,,,127,karnataka,1500,davanagere,567,1500,davanagere,567,KARNATAKA,DAVANGERE,,,,,,,,,,,,,,
10,karnataka,1493,BIDAR,5,1493,BIDAR,5,127,karnataka,1493,bidar,558,1493,bidar,558,KARNATAKA,BIDAR,,,,,,,,,,,,,,
10,karnataka,1492,BIJAPUR,6,1492,BIJAPUR,6,127,karnataka,1492,bijapur,557,1492,bijapur,557,KARNATAKA,VIJAYAPUR,,,,,,,,,,,,,,
,,,,,,,,127,karnataka,1492,bagalkot,556,1492,bagalkot,556,KARNATAKA,BAGALKOT,,,,,,,,,,,,,,
10,karnataka,1505,CHIKMAGALUR,7,1505,CHIKMAGALUR,7,127,karnataka,1505,chikmagalur,570,1505,chikmagalur,570,KARNATAKA,CHIKKAMAGALURU,,,,,,,,,,,,,,
10,karnataka,1510,DAKSHIN KANNAD,9,1510,DAKSHIN KANNAD,9,127,karnataka,1510,dakshina kannada,575,1510,dakshina kannada,575,KARNATAKA,MANGALORE(DAKSHINA KANNADA),,,,,,,,,,,,,,
,,,,,,,,127,karnataka,1510,udupi,569,1510,udupi,569,KARNATAKA,UDUPI,,,,,,,,,,,,,,
10,karnataka,1497,DHARWAD,10,1497,DHARWAD,10,127,karnataka,1497,dharwad,562,1497,dharwad,562,KARNATAKA,DHARWAD,,,,,,,,,,,,,,
,,,,,,,,127,karnataka,1497,gadag,561,1497,gadag,561,KARNATAKA,GADAG,,,,,,,,,,,,,,
,,,,,,,,127,karnataka,1497,haveri,564,1497,haveri,564,KARNATAKA,HAVERI,,,,,,,,,,,,,,
10,karnataka,1514,GULBARGA,11,1514,GULBARGA,11,127,karnataka,1514,gulbarga,579,1514,gulbarga,579,KARNATAKA,KALABURAGI,,,,,,,,,,,,,,
,,,,,,,,127,karnataka,1514,yadgir,580,1514,yadgir,580,KARNATAKA,YADGIR,,,,,,,,,,,,,,
10,karnataka,1509,HASSAN,12,1509,HASSAN,12,127,karnataka,1509,hassan,574,1509,hassan,574,KARNATAKA,HASSAN,,,,,,,,,,,,,,
10,karnataka,1511,KODAGU,13,1511,KODAGU,13,127,karnataka,1511,kodagu,576,1511,kodagu,576,KARNATAKA,KODAGU,,,,,,,,,,,,,,
10,karnataka,1516,KOLAR,14,1516,KOLAR,14,127,karnataka,1516,kolar,581,1516,kolar,581,KARNATAKA,KOLAR,,,,,,,,,,,,,,
,,,,,,,,127,karnataka,1516,chikkaballapura,582,1516,chikkaballapura,582,KARNATAKA,CHIKKABALLAPURA,,,,,,,,,,,,,,
10,karnataka,1508,MANDYA,15,1508,MANDYA,15,127,karnataka,1508,mandya,573,1508,mandya,573,KARNATAKA,MANDYA,,,,,,,,,,,,,,
10,karnataka,1512,MYSORE,16,1512,MYSORE,16,127,karnataka,1512,mysore,577,1512,mysore,577,KARNATAKA,MYSURU,,,,,,,,,,,,,,
,,,,,,,,127,karnataka,1512,chamarajanagar,578,1512,chamarajanagar,578,KARNATAKA,CHAMARAJANAGARA,,,,,,,,,,,,,,
10,karnataka,1494,RAICHUR,17,1494,RAICHUR,17,127,karnataka,1494,raichur,559,1494,raichur,559,KARNATAKA,RAICHUR,,,,,,,,,,,,,,
,,,,,,,,127,karnataka,1494,koppal,560,1494,koppal,560,KARNATAKA,KOPPAL,,,,,,,,,,,,,,
10,karnataka,1506,TUMKUR,19,1506,TUMKUR,19,127,karnataka,1506,tumkur,571,1506,tumkur,571,KARNATAKA,TUMAKURU,,,,,,,,,,,,,,
10,karnataka,,,,1498,UTTAR KANNAD,20,127,karnataka,1498,uttara kannada,563,1498,uttara kannada,563,KARNATAKA,UTTARA KANNADA,,,,,,,,,,,,,,
11,kerala,1523,Kasaragod,1,1523,Kasaragod,1,130,kerala,1523,kasaragod,588,1523,kasaragod,588,KERALA,KASARGOD,,,,,,,,,,,,,,
11,kerala,1524,Kannur,2,1524,Kannur,2,130,kerala,1524,kannur,589,1524,kannur,589,KERALA,KANNUR,,,,,,,,,,,,,,
11,kerala,1525,Wayanad,3,1525,Wayanad,3,130,kerala,1525,wayanad,590,1525,wayanad,590,KERALA,WAYANAD,,,,,,,,,,,,,,
11,kerala,1526,Kozhikode,4,1526,Kozhikode,4,130,kerala,1526,kozhikode,591,1526,kozhikode,591,KERALA,KOZHIKODE,,,,,,,,,,,,,,
11,kerala,1527,Malappuram,5,1527,Malappuram,5,130,kerala,1527,malappuram,592,1527,malappuram,592,KERALA,MALAPPURAM,,,,,,,,,,,,,,
11,kerala,1528,Palakkad,6,1528,Palakkad,6,130,kerala,1528,palakkad,593,1528,palakkad,593,KERALA,PALAKKAD,,,,,,,,,,,,,,
11,kerala,1529,Thrissur,7,1529,Thrissur,7,130,kerala,1529,thrissur,594,1529,thrissur,594,KERALA,THRISSUR,,,,,,,,,,,,,,
11,kerala,1530,Ernakulam,8,1530,Ernakulam,8,130,kerala,1530,ernakulam,595,1530,ernakulam,595,KERALA,ERNAKULAM,,,,,,,,,,,,,,
11,kerala,1531,Idukki,9,1531,Idukki,9,130,kerala,1531,idukki,596,1531,idukki,596,KERALA,IDUKKI,,,,,,,,,,,,,,
11,kerala,1532,Kottayam,10,1532,Kottayam,10,130,kerala,1532,kottayam,597,1532,kottayam,597,KERALA,KOTTAYAM,,,,,,,,,,,,,,
11,kerala,1533,Alappuzha,11,1533,Alappuzha,11,130,kerala,1533,alappuzha,598,1533,alappuzha,598,KERALA,ALAPPUZHA,,,,,,,,,,,,,,
11,kerala,1534,Pathanamthitta,12,1534,Pathanamthitta,12,130,kerala,1534,pathanamthitta,599,1534,pathanamthitta,599,KERALA,PATHANAMTHITTA,,,,,,,,,,,,,,
11,kerala,,,,1535,Kollam,13,130,kerala,1535,kollam,600,1535,kollam,600,KERALA,KOLLAM,,,,,,,,,,,,,,
11,kerala,,,,1536,Thiruvananthapuram,14,130,kerala,1536,thiruvananthapuram,601,1536,thiruvananthapur,601,KERALA,THIRUVANANTHAPURAM,,,,,,,,,,,,,,
,,,,,,,,122,madhya pradesh,1376,sheopur,418,1376,sheopur,418,MADHYA PRADESH,SHEOPUR,,,,,,,,,,,,,,
12,madhya pradesh,1376,Morena,1,1376,Morena,1,122,madhya pradesh,1376,morena,419,1376,morena,419,MADHYA PRADESH,MORENA,,,,,,,,,,,,,,
12,madhya pradesh,1377,Bhind,2,1377,Bhind,2,122,madhya pradesh,1377,bhind,420,1377,bhind,420,MADHYA PRADESH,BHIND,,,,,,,,,,,,,,
12,madhya pradesh,1378,Gwalior,3,1378,Gwalior,3,122,madhya pradesh,1378,gwalior,421,1378,gwalior,421,MADHYA PRADESH,GWALIOR,,,,,,,,,,,,,,
12,madhya pradesh,1379,Datia,4,1379,Datia,4,122,madhya pradesh,1379,datia,422,1379,datia,422,MADHYA PRADESH,DATIA,,,,,,,,,,,,,,
12,madhya pradesh,1380,Shivpuri,5,1380,Shivpuri,5,122,madhya pradesh,1380,shivpuri,423,1380,shivpuri,423,MADHYA PRADESH,SHIVPURI,,,,,,,,,,,,,,
12,madhya pradesh,1414,Guna,6,1414,Guna,6,122,madhya pradesh,1414,guna,458,1414,guna,458,MADHYA PRADESH,GUNA,,,,,,,,,,,,,,
,,,,,,,,122,madhya pradesh,1414,ashoknagar,459,1414,ashoknagar,459,MADHYA PRADESH,ASHOKNAGAR,,,,,,,,,,,,,,
12,madhya pradesh,1381,Tikamgarh,7,1381,Tikamgarh,7,122,madhya pradesh,1381,tikamgarh,424,1381,tikamgarh,424,MADHYA PRADESH,TIKAMGARH,,,,,,,,,,,,,,
12,madhya pradesh,1382,Chhatarpur,8,1382,Chhatarpur,8,122,madhya pradesh,1382,chhatarpur,425,1382,chhatarpur,425,MADHYA PRADESH,CHHATARPUR,,,,,,,,,,,,,,
12,madhya pradesh,1383,Panna,9,,,,122,madhya pradesh,1383,panna,426,1383,panna,426,MADHYA PRADESH,PANNA,,,,,,,,,,,,,,
12,madhya pradesh,1384,Sagar,10,1384,Sagar,10,122,madhya pradesh,1384,sagar,427,1384,sagar,427,MADHYA PRADESH,SAGAR,,,,,,,,,,,,,,
12,madhya pradesh,1385,Damoh,11,1385,Damoh,11,122,madhya pradesh,1385,damoh,428,1385,damoh,428,MADHYA PRADESH,DAMOH,,,,,,,,,,,,,,
12,madhya pradesh,1386,Satna,12,1386,Satna,12,122,madhya pradesh,1386,satna,429,1386,satna,429,MADHYA PRADESH,SATNA,,,,,,,,,,,,,,
12,madhya pradesh,1387,Rewa,13,1387,Rewa,13,122,madhya pradesh,1387,rewa,430,1387,rewa,430,MADHYA PRADESH,REWA,,,,,,,,,,,,,,
12,madhya pradesh,1416,Shahdol,14,1416,Shahdol,14,122,madhya pradesh,1416,umaria,431,1416,umaria,431,MADHYA PRADESH,UMARIA,,,,,,,,,,,,,,
,,,,,,,,122,madhya pradesh,1416,shahdol,460,1416,shahdol,460,MADHYA PRADESH,SHAHDOL,,,,,,,,,,,,,,
,,,,,,,,122,madhya pradesh,1416,anuppur,461,1416,anuppur,461,MADHYA PRADESH,ANUPPUR,,,,,,,,,,,,,,
12,madhya pradesh,1418,Sidhi,15,1418,Sidhi,15,122,madhya pradesh,1418,sidhi,462,1418,sidhi,462,MADHYA PRADESH,SIDHI,,,,,,,,,,,,,,
,,,,,,,,122,madhya pradesh,1418,singrauli,463,1418,singrauli,463,MADHYA PRADESH,SINGRAULI,,,,,,,,,,,,,,
,,,,,,,,122,madhya pradesh,1390,neemuch,432,1390,neemuch,432,MADHYA PRADESH,NEEMUCH,,,,,,,,,,,,,,
12,madhya pradesh,1390,Mandsaur,16,1390,Mandsaur,16,122,madhya pradesh,1390,mandsaur,433,1390,mandsaur,433,MADHYA PRADESH,MANDSAUR,,,,,,,,,,,,,,
12,madhya pradesh,1391,Ratlam,17,1391,Ratlam,17,122,madhya pradesh,1391,ratlam,434,1391,ratlam,434,MADHYA PRADESH,RATLAM,,,,,,,,,,,,,,
12,madhya pradesh,1392,Ujjain,18,1392,Ujjain,18,122,madhya pradesh,1392,ujjain,435,1392,ujjain,435,MADHYA PRADESH,UJJAIN,,,,,,,,,,,,,,
12,madhya pradesh,1617,Shajapur,19,1617,Shajapur,19,122,madhya pradesh,1617,shajapur,436,1617,agar malwa,867,MADHYA PRADESH,AGAR MALWA,,,,,,,,,,,,,,
,,,,,,,,122,madhya pradesh,,,,1617,shajapur,868,MADHYA PRADESH,SHAJAPUR,,,,,,,,,,,,,,
12,madhya pradesh,1393,Dewas,20,1393,Dewas,20,122,madhya pradesh,1393,dewas,437,1393,dewas,437,MADHYA PRADESH,DEWAS,,,,,,,,,,,,,,
12,madhya pradesh,1420,Jhabua,21,1420,Jhabua,21,122,madhya pradesh,1420,jhabua,464,1420,jhabua,464,MADHYA PRADESH,JHABUA,,,,,,,,,,,,,,
,,,,,,,,122,madhya pradesh,1420,alirajpur,465,1420,alirajpur,465,MADHYA PRADESH,ALIRAJPUR,,,,,,,,,,,,,,
12,madhya pradesh,1394,Dhar,22,1394,Dhar,22,122,madhya pradesh,1394,dhar,438,1394,dhar,438,MADHYA PRADESH,DHAR,,,,,,,,,,,,,,
12,madhya pradesh,1395,Indore,23,1395,Indore,23,122,madhya pradesh,1395,indore,439,1395,indore,439,MADHYA PRADESH,INDORE,,,,,,,,,,,,,,
12,madhya pradesh,1396,Khargone,24,1396,Khargone,24,122,madhya pradesh,1396,khargone (west nimar),440,1396,khargone (west n,440,MADHYA PRADESH,KHARGONE,,,,,,,,,,,,,,
,,,,,,,,122,madhya pradesh,1396,barwani,441,1396,barwani,441,MADHYA PRADESH,BARWANI,,,,,,,,,,,,,,
12,madhya pradesh,1422,East Nimar (Khandwa),25,1422,East Nimar (Khandwa),25,122,madhya pradesh,1422,khandwa (east nimar),466,1422,khandwa (east ni,466,MADHYA PRADESH,KHANDWA(EAST NIMAR),,,,,,,,,,,,,,
,,,,,,,,122,madhya pradesh,1422,burhanpur,467,1422,burhanpur,467,MADHYA PRADESH,BURHANPUR,,,,,,,,,,,,,,
12,madhya pradesh,1398,Rajgarh,26,1398,Rajgarh,26,122,madhya pradesh,1398,rajgarh,442,1398,rajgarh,442,MADHYA PRADESH,RAJGARH,,,,,,,,,,,,,,
12,madhya pradesh,1399,Vidisha,27,1399,Vidisha,27,122,madhya pradesh,1399,vidisha,443,1399,vidisha,443,MADHYA PRADESH,VIDISHA,,,,,,,,,,,,,,
12,madhya pradesh,1400,Bhopal,28,1400,Bhopal,28,122,madhya pradesh,1400,bhopal,444,1400,bhopal,444,MADHYA PRADESH,BHOPAL,,,,,,,,,,,,,,
12,madhya pradesh,1401,Sehore,29,1401,Sehore,29,122,madhya pradesh,1401,sehore,445,1401,sehore,445,MADHYA PRADESH,SEHORE,,,,,,,,,,,,,,
12,madhya pradesh,1402,Raisen,30,1402,Raisen,30,122,madhya pradesh,1402,raisen,446,1402,raisen,446,MADHYA PRADESH,RAISEN,,,,,,,,,,,,,,
12,madhya pradesh,1403,Betul,31,1403,Betul,31,122,madhya pradesh,1403,betul,447,1403,betul,447,MADHYA PRADESH,BETUL,,,,,,,,,,,,,,
,,,,,,,,122,madhya pradesh,1405,harda,448,1405,harda,448,MADHYA PRADESH,HARDA,,,,,,,,,,,,,,
12,madhya pradesh,1405,Hoshangabad,32,1405,Hoshangabad,32,122,madhya pradesh,1405,hoshangabad,449,1405,hoshangabad,449,MADHYA PRADESH,HOSHANGABAD,,,,,,,,,,,,,,
,,,,,,,,122,madhya pradesh,1407,katni,450,1407,katni,450,MADHYA PRADESH,KATNI,,,,,,,,,,,,,,
12,madhya pradesh,1407,Jabalpur,33,1407,Jabalpur,33,122,madhya pradesh,1407,jabalpur,451,1407,jabalpur,451,MADHYA PRADESH,JABALPUR,,,,,,,,,,,,,,
12,madhya pradesh,,,,1408,Narsimhapur,34,122,madhya pradesh,1408,narsimhapur,452,1408,narsimhapur,452,MADHYA PRADESH,NARSINGHPUR,,,,,,,,,,,,,,
,,,,,,,,122,madhya pradesh,1410,dindori,453,1410,dindori,453,MADHYA PRADESH,DINDORI,,,,,,,,,,,,,,
12,madhya pradesh,1410,Mandla,35,1410,Mandla,35,122,madhya pradesh,1410,mandla,454,1410,mandla,454,MADHYA PRADESH,MANDLA,,,,,,,,,,,,,,
12,madhya pradesh,1411,Chhindwara,36,1411,Chhindwara,36,122,madhya pradesh,1411,chhindwara,455,1411,chhindwara,455,MADHYA PRADESH,CHHINDWARA,,,,,,,,,,,,,,
12,madhya pradesh,1412,Seoni,37,1412,Seoni,37,122,madhya pradesh,1412,seoni,456,1412,seoni,456,MADHYA PRADESH,SEONI,,,,,,,,,,,,,,
12,madhya pradesh,1413,Balaghat,38,1413,Balaghat,38,122,madhya pradesh,1413,balaghat,457,1413,balaghat,457,MADHYA PRADESH,BALAGHAT,,,,,,,,,,,,,,
12,madhya pradesh,1594,Surguja,39,1594,Surguja,39,121,chhattisgarh,1594,korea (koriya),400,1594,koriya,400,CHHATISGARH,KORIYA,,,,,,,,,,,,,,
,,,,,,,,121,chhattisgarh,1594,surguja,401,1594,balrampur,824,CHHATISGARH,BALRAMPUR,,,,,,,,,,,,,,
,,,,,,,,121,chhattisgarh,,,,1594,surajpur,835,CHHATISGARH,SURAJPUR,,,,,,,,,,,,,,
,,,,,,,,121,chhattisgarh,,,,1594,surguja,836,CHHATISGARH,SURGUJA,,,,,,,,,,,,,,
12,madhya pradesh,1596,Bilaspur,40,1596,Bilaspur,40,121,chhattisgarh,1596,bilaspur,406,1596,bilaspur,827,CHHATISGARH,BILASPUR,,,,,,,,,,,,,,
,,,,,,,,121,chhattisgarh,,,,1596,mungeli,832,CHHATISGARH,MUNGELI,,,,,,,,,,,,,,
,,,,,,,,121,chhattisgarh,1596,janjgir - champa,405,1596,janjgir - champa,405,CHHATISGARH,JANJGIR - CHAMPA,,,,,,,,,,,,,,
,,,,,,,,121,chhattisgarh,1596,korba,404,1596,korba,404,CHHATISGARH,KORBA,,,,,,,,,,,,,,
12,madhya pradesh,1596,Rajnandgaon,42,1596,Rajnandgaon,42,121,chhattisgarh,1596,rajnandgaon,408,1596,rajnandgaon,408,CHHATISGARH,RAJNANDGAON,,,,,,,,,,,,,,
,,,,,,,,121,chhattisgarh,1596,kabirdham,407,1596,kabeerdham,407,CHHATISGARH,KAWARDHA(KABIRDHAM),,,,,,,,,,,,,,
12,madhya pradesh,1365,Raigarh,41,1365,Raigarh,41,121,chhattisgarh,1365,jashpur,402,1365,jashpur,402,CHHATISGARH,JASHPUR,,,,,,,,,,,,,,
,,,,,,,,121,chhattisgarh,1365,raigarh,403,1365,raigarh,403,CHHATISGARH,RAIGARH,,,,,,,,,,,,,,
12,madhya pradesh,1592,Durg,43,1592,Durg,43,121,chhattisgarh,1592,durg,409,1592,balod,822,CHHATISGARH,BALOD,,,,,,,,,,,,,,
,,,,,,,,121,chhattisgarh,,,,1592,bemetara,826,CHHATISGARH,BEMETARA,,,,,,,,,,,,,,
